   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16
          10 1.4425e-008 1.6467e-007 2.3564e-006 4.7306e-005 4.6167e-006 2.8897e-003 3.7306e-002 1.0206e-001 1.0827e-001 3.7856e-002 1.6341e-003 5.1119e-001 1.8358e-001 1.2933e-002 1.1549e-004 2.0090e-004 2.6858e-004
          11 4.5145e-010 1.3978e-008 8.4356e-007 5.5004e-005 2.1376e-006 1.4226e-004 1.0007e-002 5.1916e-002 9.5013e-002 7.9386e-002 2.1534e-002 1.9187e-003 5.6057e-001 1.5137e-001 2.4178e-002 2.1379e-003 1.0679e-004
          12 1.8061e-009 1.3302e-007 2.4833e-006 2.4677e-005 8.0919e-006 2.5681e-006 1.8292e-003 2.0592e-002 5.9731e-002 8.0021e-002 5.3925e-002 1.0723e-002 1.1567e-003 6.2221e-001 1.0152e-001 3.5626e-002 7.3151e-003
          13 3.4397e-009 1.3611e-007 1.5597e-006 4.4365e-006 2.7534e-005 7.6126e-006 1.8865e-004 6.7179e-003 3.1051e-002 5.9194e-002 6.1027e-002 3.3131e-002 4.2050e-003 1.4516e-005 6.9485e-001 3.7287e-002 3.2624e-002
          14 2.2671e-009 7.1296e-008 4.3409e-007 8.9180e-009 2.9498e-005 2.8514e-007 2.8757e-006 1.8725e-003 1.4344e-002 3.7268e-002 5.0998e-002 4.1515e-002 1.7746e-002 9.7485e-004 3.7223e-003 7.5265e-001 7.0163e-004
          15 8.6490e-010 2.3434e-008 2.7659e-008 8.6278e-007 2.0023e-005 2.2830e-006 4.1433e-006 4.5513e-004 6.2029e-003 2.1405e-002 3.6566e-002 3.7764e-002 2.4450e-002 7.7843e-003 4.4379e-007 3.7243e-002 6.4259e-001
          16 2.0083e-010 4.4077e-009 1.8328e-008 1.6107e-006 1.0773e-005 6.7294e-006 5.9903e-006 9.6943e-005 2.6462e-003 1.1842e-002 2.4192e-002 2.9598e-002 2.3658e-002 1.1958e-002 2.6172e-003 1.7723e-003 1.9752e-001
          17 1.8493e-011 1.5336e-010 7.5481e-008 1.5473e-006 5.0730e-006 8.2733e-006 3.4709e-006 1.7147e-005 1.1399e-003 6.4296e-003 1.5152e-002 2.0976e-002 1.9238e-002 1.1922e-002 4.4947e-003 7.2837e-004 3.4779e-002
          18 6.1150e-013 1.9999e-010 8.8239e-008 1.0736e-006 2.1433e-006 6.7610e-006 1.3676e-006 2.1948e-006 4.8335e-004 3.2952e-003 8.6416e-003 1.3037e-002 1.3083e-002 9.1220e-003 4.2346e-003 1.1175e-003 3.0194e-003
          19 4.3379e-012 3.4018e-010 5.0706e-008 4.8656e-007 7.1293e-007 3.3711e-006 3.8441e-007 1.7002e-007 1.6734e-004 1.2903e-003 3.6108e-003 5.7251e-003 6.0372e-003 4.4785e-003 2.2944e-003 7.1281e-004 5.7399e-005
