   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36
          10 7.0904e-024 4.7401e-024 2.1106e-022 1.8171e-020 8.3914e-021 9.6382e-019 9.1422e-018 6.0024e-017 8.3078e-016 1.1218e-014 1.4140e-013 1.6421e-012 2.1888e-011 2.6225e-010 2.6848e-009 2.6598e-008 2.2554e-007 1.8080e-006 1.1957e-005 7.0614e-005 3.5745e-004 1.5470e-003 5.6085e-003 1.6632e-002 3.9200e-002 6.9718e-002 8.4483e-002 5.4348e-002 5.1451e-003 1.9604e-002 6.5921e-002 1.6972e-002 2.6773e-002 2.8374e-002 1.7161e-001 1.9477e-001 5.0362e-002
          11 2.3713e-022 9.9621e-023 5.5300e-021 2.3064e-019 7.8680e-019 5.9864e-017 2.8087e-016 1.3344e-015 1.5807e-014 1.8176e-013 2.0212e-012 2.1140e-011 2.4701e-010 2.6139e-009 2.3953e-008 2.0924e-007 1.5751e-006 1.0963e-005 6.3668e-005 3.2450e-004 1.4033e-003 5.0904e-003 1.5092e-002 3.5479e-002 6.2536e-002 7.4855e-002 4.7432e-002 4.4484e-003 1.6168e-002 5.4566e-002 1.6788e-002 1.5756e-002 4.6714e-002 1.7935e-003 7.4157e-004 2.9023e-001 1.6893e-002
          12 2.2060e-020 7.5351e-022 2.8026e-019 4.8835e-018 3.2995e-016 5.8597e-015 1.0093e-014 2.0470e-014 2.4686e-013 2.3327e-012 2.2638e-011 2.1308e-010 2.1762e-009 2.0335e-008 1.6638e-007 1.2812e-006 8.5452e-006 5.1689e-005 2.6273e-004 1.1527e-003 4.2361e-003 1.2777e-002 3.0562e-002 5.5218e-002 6.8359e-002 4.6343e-002 6.2676e-003 1.0609e-002 4.6569e-002 2.0656e-002 6.5681e-003 4.3463e-002 4.4749e-004 4.2638e-002 3.0732e-003 6.3653e-002 7.7761e-003
          13 2.3014e-008 3.2549e-009 1.3901e-007 4.6503e-007 5.9862e-004 5.3230e-003 1.4726e-003 8.3254e-004 3.3312e-004 3.2138e-006 1.9754e-004 4.1697e-004 4.9056e-004 4.2562e-004 3.7768e-004 1.7601e-004 3.4901e-004 1.3194e-005 1.4124e-003 2.7824e-003 1.2279e-002 2.8466e-002 6.1341e-002 8.6366e-002 7.9254e-002 2.6443e-002 1.1636e-003 4.5657e-002 5.0629e-002 5.7398e-004 4.3405e-002 2.6418e-002 2.0138e-002 3.2388e-002 7.4484e-003 3.1164e-002 1.6508e-003
          14 2.0013e-018 9.6441e-019 7.5951e-018 1.2250e-019 6.3271e-014 4.2166e-013 4.5278e-015 9.3183e-013 2.3131e-012 2.4673e-011 2.1523e-010 1.7381e-009 1.5786e-008 1.2922e-007 9.4353e-007 6.3942e-006 3.7701e-005 1.9822e-004 8.7806e-004 3.3022e-003 1.0234e-002 2.5345e-002 4.7782e-002 6.3036e-002 4.8062e-002 1.0302e-002 4.9795e-003 3.8658e-002 2.6439e-002 1.0067e-003 3.6621e-002 7.9655e-003 2.4152e-002 7.2597e-003 4.6817e-002 5.0713e-002 1.1022e-002
          15 1.2847e-018 8.9373e-018 1.4171e-019 3.7735e-016 8.4766e-014 1.5462e-013 1.1008e-012 8.7882e-012 2.9282e-011 2.3000e-010 1.6927e-009 1.2282e-008 9.6648e-008 6.9704e-007 4.5160e-006 2.6915e-005 1.3980e-004 6.3817e-004 2.4503e-003 7.8488e-003 2.0283e-002 4.0445e-002 5.7765e-002 5.0514e-002 1.6464e-002 9.9526e-004 2.9432e-002 3.2031e-002 4.3643e-004 2.5774e-002 1.9338e-002 7.4463e-003 2.4820e-002 7.4207e-003 2.9582e-003 1.2452e-001 8.8321e-003
          16 2.2510e-018 3.0198e-016 1.2249e-016 1.1103e-014 7.6075e-013 2.4577e-015 3.9560e-011 1.3300e-010 2.8079e-010 1.9355e-009 1.1889e-008 7.5285e-008 5.1707e-007 3.2613e-006 1.8705e-005 9.7742e-005 4.4555e-004 1.7610e-003 5.8198e-003 1.5729e-002 3.3340e-002 5.1892e-002 5.2312e-002 2.4148e-002 1.3484e-004 1.9119e-002 3.4926e-002 5.3048e-003 1.3286e-002 2.7870e-002 6.3480e-005 2.7984e-002 4.6080e-004 2.4097e-002 1.5252e-003 2.3312e-002 5.6733e-002
          17 1.1414e-016 2.9906e-014 1.4610e-014 6.8096e-013 2.1567e-011 6.0905e-011 2.7215e-009 3.5339e-009 1.9252e-009 1.6631e-008 7.6145e-008 4.0749e-007 2.4862e-006 1.3476e-005 6.8506e-005 3.1192e-004 1.2428e-003 4.2310e-003 1.1925e-002 2.6820e-002 4.5481e-002 5.2446e-002 3.2217e-002 3.1378e-003 9.3805e-003 3.3291e-002 1.4025e-002 3.4260e-003 2.8787e-002 4.2953e-003 1.7230e-002 1.1798e-002 1.3135e-002 5.2728e-003 2.0057e-002 7.4487e-003 6.3081e-002
          18 1.2453e-007 7.6250e-006 3.2389e-006 1.1694e-004 2.3088e-003 2.6320e-002 4.8799e-001 2.1954e-001 3.2787e-002 3.5277e-002 2.9864e-004 1.0933e-002 2.9204e-002 3.4754e-002 3.3565e-002 2.7369e-002 2.0327e-002 1.4474e-002 9.2157e-003 6.3922e-003 3.4473e-003 2.5003e-003 1.2237e-003 7.7104e-004 5.1886e-004 1.9715e-004 1.6253e-004 1.1327e-004 2.8831e-005 2.8182e-005 3.7107e-005 9.2293e-006 9.8011e-007 3.9299e-006 8.9312e-006 1.6357e-006 2.7679e-006
          19 3.9699e-014 1.5526e-012 5.7451e-013 1.8473e-011 2.7043e-010 6.1817e-009 7.8201e-008 1.0691e-008 6.2846e-008 5.1343e-008 4.3727e-007 2.2235e-006 1.0079e-005 5.1941e-005 2.2101e-004 8.9304e-004 3.0567e-003 8.9413e-003 2.1168e-002 3.8859e-002 5.0622e-002 3.9214e-002 9.6161e-003 2.4379e-003 2.6829e-002 2.3040e-002 1.3044e-005 2.1567e-002 1.4850e-002 4.3689e-003 2.2632e-002 5.9667e-004 2.0089e-002 3.5749e-003 4.3545e-003 4.4685e-002 4.1271e-002
          20 1.2394e-013 2.2272e-012 4.4785e-013 1.1497e-011 4.8215e-011 9.9793e-009 4.8310e-008 2.6591e-008 3.9768e-007 5.1276e-007 2.5282e-006 1.0077e-005 4.0874e-005 1.7619e-004 6.5756e-004 2.2848e-003 6.7270e-003 1.6644e-002 3.2563e-002 4.7216e-002 4.4073e-002 1.8178e-002 2.3887e-008 1.7454e-002 2.8439e-002 3.9554e-003 1.0534e-002 2.3083e-002 9.2605e-005 2.0663e-002 4.3808e-003 1.5733e-002 3.1165e-003 1.6366e-002 1.1547e-003 3.2304e-003 8.7679e-002
          21 2.0483e-012 2.2642e-011 1.3970e-012 3.6687e-011 1.4086e-011 9.1019e-008 1.3463e-007 1.2608e-006 4.8489e-006 3.5102e-006 1.4990e-005 4.5388e-005 1.5011e-004 5.6492e-004 1.7687e-003 5.3243e-003 1.3183e-002 2.7283e-002 4.2760e-002 4.6521e-002 2.6820e-002 2.2860e-003 8.3272e-003 2.8054e-002 1.2429e-002 2.0601e-003 2.3186e-002 6.0521e-003 9.6817e-003 1.5756e-002 2.9568e-003 1.6091e-002 4.0163e-003 7.4916e-003 1.1737e-002 6.1653e-004 7.7773e-002
          22 1.9571e-010 1.5107e-009 4.9352e-013 3.0013e-010 2.6516e-008 4.7325e-006 4.3056e-007 1.4073e-004 2.1552e-004 2.2960e-005 1.5177e-004 2.2828e-004 4.8649e-004 1.8922e-003 4.1074e-003 1.1778e-002 2.2377e-002 3.9568e-002 4.5808e-002 3.4724e-002 7.6790e-003 2.0491e-003 2.2962e-002 2.0408e-002 2.2330e-004 1.6065e-002 1.5403e-002 1.0267e-003 1.9947e-002 9.1366e-004 1.6428e-002 1.4441e-003 1.5368e-002 3.7433e-004 6.0940e-003 1.8036e-002 4.9837e-002
          23 5.5238e-007 3.7656e-006 2.5907e-008 9.2532e-008 9.9431e-005 1.0323e-002 7.1065e-005 3.8371e-001 3.8471e-001 5.3922e-005 5.7792e-002 5.8916e-003 3.4987e-003 2.9065e-002 2.1916e-002 2.9451e-002 1.9958e-002 1.7211e-002 1.2525e-002 7.2053e-003 6.5662e-003 2.9686e-003 2.1404e-003 1.7713e-003 5.4126e-004 4.8635e-004 4.9863e-004 8.9884e-005 5.0778e-005 1.6278e-004 6.3006e-005 2.4410e-008 1.9056e-006 3.5772e-005 3.8714e-005 2.9771e-005 7.4126e-005
          24 9.1014e-010 5.2354e-009 3.0557e-010 2.7270e-010 2.0100e-007 1.1398e-005 5.5437e-006 5.6150e-004 2.4753e-004 1.8765e-004 7.0452e-005 6.4784e-004 2.0390e-003 3.6698e-003 1.1575e-002 1.9059e-002 3.7760e-002 4.3630e-002 4.0986e-002 1.3896e-002 3.3485e-007 1.5843e-002 2.4248e-002 4.6584e-003 7.1382e-003 2.0309e-002 1.2480e-003 1.3847e-002 9.1867e-003 5.9216e-003 1.1927e-002 5.0811e-003 7.2682e-003 1.0018e-002 7.6860e-005 4.5900e-006 8.2926e-002
          25 1.8423e-009 8.1775e-009 2.3255e-009 4.8227e-009 4.2812e-007 1.1055e-005 4.1695e-005 8.0687e-004 4.3773e-006 1.6878e-003 9.9446e-004 3.4486e-003 6.8827e-003 1.0422e-002 2.4750e-002 3.1778e-002 4.9518e-002 3.8688e-002 2.2195e-002 5.3401e-004 8.0892e-003 2.5808e-002 9.9652e-003 1.1991e-003 1.9469e-002 6.9428e-003 4.8494e-003 1.6285e-002 8.2967e-005 1.5634e-002 1.5227e-004 1.4169e-002 3.4735e-004 8.4835e-003 6.9566e-003 1.1984e-005 6.0453e-002
          26 1.9981e-008 6.9918e-008 5.1029e-008 9.8212e-008 4.0596e-006 5.2279e-005 7.0507e-004 5.3826e-003 2.0413e-003 2.7329e-002 9.2467e-003 2.4259e-002 2.9119e-002 2.5348e-002 5.5631e-002 3.3799e-002 5.2100e-002 1.1599e-002 3.1660e-003 1.0367e-002 1.6586e-002 1.5646e-002 4.3768e-004 1.1994e-002 1.2113e-002 1.2957e-003 1.3809e-002 1.8476e-003 1.0849e-002 4.1663e-003 7.7232e-003 3.3120e-003 9.6866e-003 1.7621e-005 4.7109e-003 7.6602e-003 3.3912e-002
          27 1.9387e-007 5.7928e-007 6.9343e-007 1.1594e-006 3.3843e-005 2.6438e-004 7.7842e-003 3.4602e-002 5.0442e-002 2.7279e-001 4.3797e-002 1.0646e-001 6.1788e-002 1.0330e-002 4.5992e-002 2.1135e-003 7.8403e-003 2.6876e-002 6.2885e-004 2.3596e-002 1.5752e-003 2.2159e-004 1.5550e-002 7.6868e-008 1.0905e-003 8.7716e-003 4.0975e-004 4.1325e-003 1.1557e-003 5.4805e-003 5.8267e-004 3.7623e-003 1.0287e-004 3.8656e-003 1.9583e-003 5.0633e-004 1.9236e-002
          28 9.4225e-008 2.4129e-007 4.3784e-007 6.2076e-007 1.3743e-005 6.1201e-005 3.9885e-003 1.0494e-002 4.0097e-002 1.2057e-001 4.2853e-003 1.2890e-002 2.0301e-006 1.7725e-002 6.2179e-003 6.5645e-002 1.0904e-002 3.4086e-002 1.9853e-003 1.7832e-003 3.2359e-002 2.0919e-003 2.3270e-004 2.0825e-002 2.2567e-003 2.9294e-003 1.4111e-002 4.1792e-004 1.0369e-002 3.4477e-004 1.1468e-002 1.0526e-005 8.1946e-003 2.5340e-003 7.7038e-004 1.3228e-003 5.1460e-002
          29 5.3989e-008 1.0595e-007 3.5284e-007 3.6762e-007 5.5310e-006 6.0917e-006 2.2681e-003 2.1949e-003 3.5522e-002 4.7682e-002 3.5866e-003 1.2976e-003 2.2334e-002 5.4502e-002 2.5528e-002 5.6971e-002 1.7298e-003 1.9287e-003 2.5742e-002 1.0735e-002 1.3472e-002 5.5306e-003 1.0456e-002 9.3307e-003 5.3484e-003 1.0903e-002 5.4962e-004 1.3133e-002 1.8404e-003 7.9270e-003 2.7912e-003 9.6247e-003 6.2979e-005 7.1539e-003 3.8112e-003 1.5991e-006 3.5987e-002
          30 5.7701e-008 8.2173e-008 5.0212e-007 3.6037e-007 3.7413e-006 8.3902e-008 2.2189e-003 3.6989e-004 4.6891e-002 2.4835e-002 3.0581e-002 1.5281e-002 5.1289e-002 6.1318e-002 1.1419e-002 1.7798e-002 1.1253e-002 4.2414e-003 3.9988e-002 6.1165e-004 4.8820e-005 2.5238e-002 2.8865e-003 5.4405e-004 1.8074e-002 3.8610e-004 6.7397e-003 6.8348e-003 5.7806e-003 5.6731e-003 3.7749e-003 4.4844e-003 7.5067e-003 5.8044e-009 3.7722e-003 4.5342e-003 2.1744e-002
          31 5.8208e-008 5.5159e-008 6.4723e-007 2.9634e-007 2.0881e-006 6.2393e-006 1.9280e-003 4.2929e-005 5.0638e-002 6.0330e-003 7.4062e-002 2.4893e-002 4.8645e-002 2.6360e-002 7.7945e-004 8.8218e-005 4.7540e-002 5.5714e-003 1.4677e-002 1.2855e-002 6.6625e-003 1.4698e-002 5.4834e-003 8.1849e-003 4.7285e-003 9.8831e-003 5.7308e-003 1.1642e-003 1.1272e-002 1.4523e-003 7.4356e-003 1.9938e-003 4.2799e-003 6.8682e-003 6.3246e-004 8.5911e-005 3.3180e-002
          32 4.9021e-008 2.5602e-008 6.8305e-007 1.7206e-007 7.4223e-007 1.5201e-005 1.3162e-003 7.5413e-004 4.1054e-002 1.1959e-004 1.0087e-001 1.5843e-002 1.9580e-002 5.7715e-004 2.4629e-002 8.9912e-003 4.6284e-002 3.0606e-004 1.0427e-005 3.5576e-002 1.6570e-003 3.8510e-005 2.2971e-002 1.3925e-003 2.0245e-003 1.4800e-002 8.8069e-004 8.8622e-003 3.3731e-004 1.1576e-002 1.5737e-005 7.9360e-003 1.2740e-003 3.0933e-003 5.8610e-003 1.5791e-003 3.0532e-002
          33 3.8368e-008 6.9563e-009 6.6292e-007 6.7853e-008 1.2005e-007 2.0716e-005 7.8111e-004 1.7047e-003 2.7967e-002 7.4600e-003 1.0031e-001 2.5813e-003 1.3105e-003 9.1356e-003 4.7176e-002 7.2910e-003 1.5673e-002 1.7720e-002 5.1597e-003 2.4953e-002 4.4071e-003 5.3681e-003 1.4669e-002 5.0247e-003 7.9373e-003 1.7138e-003 1.2948e-002 1.7212e-003 5.6172e-003 4.0188e-003 8.4115e-003 5.5655e-004 7.3719e-003 1.1258e-003 1.2238e-003 3.2005e-003 1.3404e-002
          34 2.9538e-008 1.4053e-010 6.2893e-007 1.0739e-008 3.3202e-009 2.2141e-005 4.2313e-004 2.4289e-003 1.6835e-002 2.0436e-002 8.0555e-002 1.7772e-003 2.8254e-003 2.6586e-002 4.0568e-002 7.2564e-005 2.3598e-004 4.1258e-002 2.7732e-003 4.1350e-003 2.3850e-002 4.0889e-003 7.3760e-004 1.9359e-002 1.3951e-003 2.8518e-003 1.1161e-002 3.3200e-003 6.8875e-003 1.0621e-003 7.9716e-003 4.5734e-003 1.5512e-003 6.2333e-003 1.5643e-003 2.4040e-006 2.0725e-002
          35 2.2144e-008 3.0248e-009 5.8145e-007 2.6469e-009 1.2871e-007 2.0306e-005 2.0308e-004 2.7650e-003 8.6560e-003 3.2416e-002 5.1760e-002 1.7994e-002 1.1843e-002 2.9789e-002 1.6746e-002 8.0097e-003 3.7539e-003 4.0216e-002 8.2061e-004 7.0645e-004 2.9798e-002 2.1437e-004 3.0051e-003 1.5655e-002 3.3325e-003 7.3436e-003 6.7108e-004 1.3001e-002 1.0674e-004 7.5892e-003 1.3925e-004 9.1608e-003 2.1305e-003 1.7454e-003 4.6763e-003 1.7778e-003 2.0257e-002
          36 1.5812e-008 1.3629e-008 5.1804e-007 4.0063e-008 3.1911e-007 1.6455e-005 8.0314e-005 2.7123e-003 3.4663e-003 3.9267e-002 2.4514e-002 4.4110e-002 1.5149e-002 1.8071e-002 1.0709e-003 2.7803e-002 6.2354e-003 1.8946e-002 1.4878e-002 4.3689e-003 1.4709e-002 1.1227e-002 5.4503e-003 2.5150e-003 1.5671e-002 1.5917e-003 3.1131e-003 8.1589e-003 5.6433e-003 3.6324e-003 4.2558e-003 2.0032e-003 8.1312e-003 1.1601e-003 9.3950e-004 2.3113e-003 7.1949e-003
          37 1.0538e-008 2.9693e-008 4.4319e-007 1.1357e-007 4.6892e-007 1.1947e-005 2.2221e-005 2.3795e-003 8.3953e-004 3.9862e-002 6.5277e-003 6.7673e-002 9.7159e-003 4.7006e-003 3.2515e-003 3.9422e-002 1.6807e-003 2.5078e-003 3.3400e-002 1.7523e-003 1.4333e-003 2.5042e-002 7.1195e-004 9.5474e-004 1.5970e-002 1.9256e-003 6.7616e-003 2.0931e-004 1.1931e-002 3.0731e-004 6.6070e-003 1.1528e-003 3.8547e-003 6.4452e-003 1.1157e-003 2.0273e-005 1.2447e-002
          38 6.3793e-009 4.8827e-008 3.6421e-007 2.0965e-007 5.3400e-007 7.8073e-006 2.1533e-006 1.9101e-003 1.9165e-005 3.5438e-002 7.4671e-005 7.9095e-002 2.0543e-003 9.0583e-006 1.3900e-002 3.2783e-002 8.8203e-004 6.0987e-004 3.6278e-002 6.8549e-004 1.0460e-003 2.2833e-002 2.7880e-003 5.0273e-003 4.9472e-003 1.2081e-002 1.8838e-003 3.1545e-003 5.7869e-003 7.3026e-003 1.0499e-003 6.1139e-003 5.0124e-005 4.2495e-003 4.8907e-003 1.3891e-003 1.1080e-002
          39 3.3241e-009 6.8811e-008 2.8729e-007 3.1394e-007 5.1369e-007 4.5540e-006 7.7735e-007 1.4212e-003 2.1476e-004 2.8191e-002 2.9205e-003 7.5649e-002 5.5732e-004 3.8987e-003 1.9868e-002 1.5866e-002 1.0924e-002 3.9093e-003 2.2525e-002 1.0777e-002 3.5804e-003 9.3755e-003 1.4789e-002 2.9365e-003 1.7774e-005 1.5381e-002 8.8705e-004 6.2289e-003 3.3668e-005 1.0249e-002 1.6519e-003 3.8297e-003 3.9898e-003 6.1808e-005 3.1406e-003 2.9105e-003 2.7859e-003
          40 1.3073e-009 8.7575e-008 2.1645e-007 4.1273e-007 4.3006e-007 2.3011e-006 6.0849e-006 9.8376e-004 8.0532e-004 2.0184e-002 1.0788e-002 6.0584e-002 9.1088e-003 9.7165e-003 1.6458e-002 2.7333e-003 2.5563e-002 3.2483e-003 6.8377e-003 2.5687e-002 1.5278e-003 6.6064e-004 2.2626e-002 1.7560e-005 3.2536e-003 7.4397e-003 8.7759e-003 2.1918e-003 3.0808e-003 3.9111e-003 8.0914e-003 8.3150e-006 5.0638e-003 2.3010e-003 6.2885e-005 1.0840e-003 8.8599e-003
          41 2.4309e-010 1.0344e-007 1.5472e-007 4.9498e-007 3.1447e-007 9.4031e-007 1.1738e-005 6.3327e-004 1.3945e-003 1.2952e-002 1.9446e-002 4.0357e-002 2.5454e-002 1.1490e-002 8.0047e-003 4.1707e-004 3.3368e-002 2.7380e-004 1.9610e-004 3.1943e-002 2.4621e-004 9.7455e-004 1.7671e-002 5.3745e-003 4.3649e-003 4.9179e-004 1.3888e-002 2.7874e-004 5.7060e-003 2.7564e-006 8.2133e-003 3.4545e-003 1.0389e-003 4.6023e-003 1.5677e-003 2.5119e-005 3.4765e-003
          42 1.4667e-011 1.1538e-007 1.0399e-007 5.5413e-007 1.9691e-007 2.5683e-007 1.5186e-005 3.7725e-004 1.7897e-003 7.3234e-003 2.5974e-002 2.1371e-002 4.3572e-002 8.1021e-003 1.3983e-003 5.9513e-003 2.9283e-002 1.7698e-003 1.2462e-003 2.5144e-002 6.5620e-003 2.9797e-003 6.8283e-003 1.5350e-002 1.0777e-003 1.2704e-003 9.3525e-003 5.9652e-003 2.4322e-003 2.9758e-003 2.3956e-003 7.9687e-003 6.7222e-004 2.0110e-003 3.4619e-003 1.2921e-003 1.6133e-003
          43 4.8148e-010 1.2284e-007 6.4587e-008 5.8727e-007 9.9107e-008 1.7413e-008 1.6027e-005 2.0512e-004 1.9419e-003 3.4930e-003 2.9064e-002 7.7740e-003 5.7276e-002 2.7650e-003 2.3859e-004 1.2023e-002 1.7422e-002 1.0166e-002 2.9710e-003 1.2346e-002 1.8136e-002 1.6567e-003 4.9787e-004 1.9500e-002 5.9261e-004 4.0587e-003 2.0839e-003 1.1763e-002 2.8686e-005 5.1793e-003 7.7512e-005 5.9847e-003 5.0136e-003 1.2004e-005 1.8349e-003 1.9357e-003 5.0910e-003
          44 1.4893e-009 1.2573e-007 3.5950e-008 5.9479e-007 3.3270e-008 2.4776e-008 1.4834e-005 9.9025e-005 1.8837e-003 1.2604e-003 2.8720e-002 1.0173e-003 6.2781e-002 5.6416e-006 3.4914e-003 1.3513e-002 5.8815e-003 2.1110e-002 1.8560e-003 2.8247e-003 2.6369e-002 1.7504e-006 6.9026e-004 1.4372e-002 6.6622e-003 2.9934e-003 1.1358e-004 1.0292e-002 3.7887e-003 2.5407e-003 2.8920e-003 1.1786e-003 6.8118e-003 2.5064e-003 1.5658e-005 7.3475e-004 5.1153e-004
          45 2.8779e-009 1.2435e-007 1.6841e-008 5.7962e-007 2.8254e-009 1.3567e-007 1.2458e-005 4.0040e-005 1.6815e-003 2.3682e-004 2.5748e-002 3.5779e-004 5.9541e-002 2.7939e-003 7.6017e-003 1.0079e-002 3.0988e-004 2.7944e-002 6.7539e-005 7.9022e-007 2.5605e-002 3.0943e-003 2.4351e-003 5.7746e-003 1.4326e-002 2.6661e-004 2.5228e-003 4.1112e-003 9.3694e-003 1.2486e-005 4.6394e-003 2.7824e-004 3.6242e-003 5.4447e-003 1.3458e-003 8.4919e-006 1.6078e-003
