   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32
          10 4.5392e-008 1.9730e-010 4.7815e-007 7.6264e-007 1.4030e-006 2.2092e-005 8.6779e-005 7.1335e-005 1.5991e-003 7.7820e-002 8.1979e-001 9.7782e-002 2.5903e-003 1.6042e-004 4.8391e-005 1.4331e-005 4.4754e-006 1.3207e-006 1.0081e-007 9.6640e-009 1.3411e-007 2.6573e-007 2.7179e-007 2.0293e-007 1.3843e-007 9.4108e-008 6.4555e-008 4.4081e-008 2.9318e-008 1.8562e-008 1.0812e-008 5.3407e-009 1.8874e-009
          11 2.7408e-008 2.0765e-008 5.9746e-008 6.6951e-007 2.8941e-007 4.8531e-006 3.1363e-005 9.8249e-005 2.8397e-005 3.0429e-003 9.3955e-002 7.7953e-001 1.1979e-001 3.2761e-003 1.6241e-004 5.6809e-005 1.7186e-005 5.2666e-006 2.2392e-006 2.9605e-007 2.1991e-008 4.4679e-009 8.4745e-008 1.7901e-007 1.9929e-007 1.6805e-007 1.2614e-007 9.1605e-008 6.6138e-008 4.6648e-008 3.0395e-008 1.6385e-008 6.0667e-009
          12 8.6806e-009 1.7801e-008 7.5164e-010 2.2663e-007 8.6183e-007 6.2714e-008 9.3888e-006 4.1643e-005 1.0267e-004 3.3325e-007 5.2542e-003 1.1154e-001 7.3314e-001 1.4539e-001 4.2768e-003 1.4961e-004 6.8257e-005 1.9137e-005 7.0963e-006 2.7201e-006 7.2413e-007 2.0040e-007 2.4350e-008 4.6813e-009 4.0327e-008 6.8883e-008 8.0307e-008 8.0146e-008 7.2792e-008 6.0071e-008 4.3243e-008 2.4658e-008 9.3603e-009
          13 3.3442e-009 1.5342e-008 3.2087e-009 6.6078e-008 4.8818e-007 3.8319e-007 1.0094e-006 1.5475e-005 5.4937e-005 9.5396e-005 3.7219e-005 8.4420e-003 1.3049e-001 6.7904e-001 1.7571e-001 5.8699e-003 1.1153e-004 8.5952e-005 2.1472e-005 8.0412e-006 4.2649e-006 1.1061e-006 3.9110e-007 1.9643e-007 6.1377e-008 3.3012e-009 6.1273e-009 2.2532e-008 3.0268e-008 2.8455e-008 2.1329e-008 1.2313e-008 4.6927e-009
          14 1.1762e-009 1.6286e-008 1.9304e-008 7.6158e-009 2.0745e-007 6.5870e-007 8.7775e-009 3.2163e-006 2.2309e-005 6.5229e-005 7.0614e-005 2.2242e-004 1.2907e-002 1.5098e-001 6.1385e-001 2.1287e-001 8.8128e-003 3.8389e-005 1.2451e-004 2.1012e-005 1.0359e-005 5.0692e-006 1.7077e-006 8.4336e-007 4.8338e-007 2.2285e-007 7.5593e-008 1.8437e-008 2.8117e-009 9.6779e-011 8.5684e-011 1.9228e-010 1.0753e-010
          15 4.3437e-013 9.9554e-009 3.5807e-008 5.1781e-009 5.8331e-008 5.5160e-007 3.2656e-007 2.9873e-007 6.6584e-006 3.1971e-005 7.2146e-005 3.0946e-005 7.0078e-004 1.9103e-002 1.7353e-001 5.3047e-001 2.6046e-001 1.5294e-002 2.2139e-005 2.3657e-004 1.4602e-005 1.2015e-005 7.7289e-006 2.1788e-006 1.0514e-006 8.3727e-007 5.8677e-007 3.1647e-007 1.4198e-007 5.9239e-008 2.4743e-008 9.9750e-009 3.2206e-009
          16 1.4804e-009 1.6525e-009 2.7345e-008 2.6335e-008 2.1197e-009 2.6613e-007 5.7476e-007 1.1360e-008 1.5884e-006 1.1413e-005 4.2241e-005 6.8291e-005 3.1871e-007 1.7518e-003 2.7742e-002 1.9827e-001 4.1287e-001 3.2370e-001 3.3357e-002 1.2643e-003 8.6323e-004 1.4627e-006 2.4530e-005 7.1982e-006 2.5575e-006 2.5430e-006 1.7797e-006 8.2062e-007 3.3557e-007 1.5762e-007 8.6397e-008 4.4706e-008 1.6501e-008
          17 3.2672e-009 1.5659e-010 8.7981e-009 2.5620e-008 4.4377e-009 6.0805e-008 4.4307e-007 2.0783e-007 2.0453e-007 3.4360e-006 1.6477e-005 4.4746e-005 3.9198e-005 5.8375e-005 3.7176e-003 3.7896e-002 2.0764e-001 2.1012e-001 3.7927e-001 1.0508e-001 2.5554e-002 1.5237e-002 6.0726e-003 4.8708e-003 2.5700e-003 1.4342e-003 2.6147e-004 3.5219e-005 1.2451e-006 7.5891e-008 3.8869e-007 3.2430e-007 1.2400e-007
          18 9.4711e-011 8.9868e-012 1.9706e-010 6.7944e-010 1.5744e-010 1.2958e-009 1.1491e-008 6.5838e-009 3.8010e-009 8.1534e-008 3.9908e-007 1.1430e-006 1.1603e-006 8.0954e-007 7.7044e-005 8.3736e-004 4.8409e-003 6.8745e-003 6.4625e-003 1.6016e-005 3.1067e-003 1.5566e-002 6.0373e-002 1.6554e-001 2.9208e-001 2.8483e-001 1.3479e-001 2.3371e-002 7.3009e-004 2.3447e-009 4.3243e-008 7.7331e-007 3.3767e-007
          19 1.7167e-010 3.4714e-011 2.1597e-010 1.0531e-009 3.6871e-010 1.2847e-009 1.7086e-008 1.3650e-008 2.5373e-009 1.0498e-007 5.3272e-007 1.6643e-006 2.1140e-006 2.1336e-007 7.5690e-005 9.4162e-004 5.9095e-003 1.3196e-002 2.3169e-003 6.9815e-003 2.7125e-002 5.9111e-002 1.1216e-001 1.2053e-001 2.8414e-002 3.8191e-002 2.5140e-001 2.5759e-001 7.2357e-002 4.0840e-003 1.2797e-005 2.0706e-006 3.0394e-008
          20 3.8354e-010 1.1025e-010 3.2647e-010 2.1172e-009 9.3183e-010 1.7889e-009 3.3295e-008 3.2975e-008 2.0700e-009 1.8726e-007 9.7706e-007 3.2169e-006 4.6632e-006 1.0595e-008 1.0952e-004 1.5229e-003 1.0054e-002 2.8291e-002 2.2317e-004 3.0592e-002 5.8339e-002 7.1547e-002 6.6238e-002 1.3724e-002 1.6581e-002 7.6598e-002 6.9927e-003 1.1278e-001 3.2044e-001 1.6778e-001 1.8326e-002 2.3147e-005 1.2978e-005
          21 4.1685e-010 1.4279e-010 2.7247e-010 2.1596e-009 1.0755e-009 1.4080e-009 3.3266e-008 3.7419e-008 8.8139e-010 1.7788e-007 9.4690e-007 3.2085e-006 5.0069e-006 4.3441e-008 9.0623e-005 1.3611e-003 9.2597e-003 2.9294e-002 2.9499e-004 3.9164e-002 4.9010e-002 3.5998e-002 1.3290e-002 1.9181e-003 3.0649e-002 1.2119e-002 2.0263e-002 5.8223e-002 3.9475e-003 2.5426e-001 3.5658e-001 8.4352e-002 3.8549e-009
          22 1.9932e-010 7.3776e-011 1.1350e-010 1.0014e-009 5.2779e-010 5.6802e-010 1.5262e-008 1.8253e-008 2.1713e-010 7.9686e-008 4.2886e-007 1.4723e-006 2.3777e-006 5.8279e-008 3.7833e-005 5.9174e-004 4.0854e-003 1.3608e-002 4.9070e-004 1.9397e-002 1.9360e-002 9.9458e-003 1.2127e-003 4.3088e-003 1.1896e-002 3.2210e-004 1.5204e-002 7.0044e-003 2.1664e-002 4.8258e-002 2.3094e-002 4.6814e-001 3.2962e-001
