   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50
          10 6.4604e-009 3.1932e-001 6.7265e-002 3.8055e-006 5.2353e-004 3.6083e-002 1.3734e-006 5.4507e-002 3.1680e-002 2.0946e-004 4.0648e-003 6.8833e-003 5.8561e-003 1.0822e-002 1.2528e-002 2.0666e-003 2.6330e-002 1.6423e-002 2.4681e-004 2.5184e-003 4.9181e-006 1.6504e-002 6.9191e-002 1.1081e-001 9.9019e-002 5.1796e-002 1.2255e-002 4.2036e-006 5.4606e-003 1.1998e-002 1.2190e-002 7.8631e-003 3.2802e-003 6.9647e-004 4.5113e-006 1.7550e-004 4.0759e-004 4.2700e-004 2.9265e-004 1.3791e-004 3.8843e-005 2.5173e-006 3.0214e-006 1.3714e-005 2.0395e-005 2.0145e-005 1.5569e-005 9.9767e-006 5.4409e-006 2.5352e-006 9.6086e-007
          11 2.7317e-009 3.2670e-001 2.7326e-002 2.2053e-005 9.6422e-002 4.6422e-002 3.5813e-007 1.5116e-003 1.2398e-002 2.3926e-004 3.1624e-002 1.4809e-002 9.1658e-003 7.1904e-003 4.2579e-003 1.0466e-002 5.5778e-004 1.9330e-002 1.8629e-002 1.6523e-003 1.5987e-003 9.3375e-004 4.4251e-003 3.7777e-002 8.3282e-002 9.7920e-002 7.1141e-002 3.0480e-002 4.8829e-003 3.7922e-004 6.0995e-003 1.0658e-002 1.0167e-002 6.5333e-003 2.8447e-003 6.9022e-004 2.0079e-005 1.0155e-004 3.0875e-004 3.7661e-004 3.0407e-004 1.8026e-004 7.7027e-005 1.9770e-005 9.0835e-007 2.2836e-006 8.9300e-006 1.3264e-005 1.3577e-005 1.0884e-005 6.4953e-006
          12 1.7959e-009 1.4218e-001 3.0535e-001 3.9823e-005 1.3420e-002 2.0584e-002 1.9276e-006 5.4843e-002 2.6660e-002 5.3289e-004 5.5229e-004 1.2484e-002 7.1650e-004 1.9976e-002 8.0998e-003 4.6603e-003 1.0969e-002 1.5342e-005 1.4676e-002 1.8487e-002 3.3756e-003 6.3666e-004 1.6790e-003 6.8257e-004 1.9202e-002 5.8121e-002 8.5546e-002 7.8208e-002 4.6201e-002 1.5409e-002 1.1304e-003 1.4253e-003 6.6114e-003 9.4656e-003 8.4075e-003 5.3042e-003 2.3639e-003 6.2902e-004 3.4436e-005 5.6067e-005 2.2616e-004 3.1551e-004 2.9019e-004 2.0343e-004 1.1251e-004 4.7807e-005 1.3755e-005 1.5307e-006 1.8861e-007 1.8030e-006 2.2850e-006
          13 1.1156e-009 1.5864e-002 2.9083e-001 4.1316e-006 1.8854e-001 4.6357e-002 4.0106e-006 3.5512e-004 2.5087e-002 1.5182e-005 3.3914e-002 4.5725e-003 9.7119e-003 1.1340e-005 1.5624e-002 4.2196e-003 5.7956e-003 1.0319e-002 3.6325e-006 1.1890e-002 1.7315e-002 4.6753e-003 1.5655e-004 1.8453e-003 1.0457e-006 9.2480e-003 3.8787e-002 6.9144e-002 7.5452e-002 5.5312e-002 2.6350e-002 6.1878e-003 1.1932e-005 2.6443e-003 6.7279e-003 8.1982e-003 6.8293e-003 4.2280e-003 1.9156e-003 5.4845e-004 4.4975e-005 2.7451e-005 1.5476e-004 2.4487e-004 2.5308e-004 2.0405e-004 1.3705e-004 7.8528e-005 3.8741e-005 1.6369e-005 5.6508e-006
          14 3.9160e-010 1.5131e-004 4.0156e-002 7.2923e-006 3.9055e-001 1.1618e-001 1.6250e-007 3.9568e-002 1.3800e-002 5.8542e-004 6.8047e-003 2.2478e-002 1.1475e-003 1.6801e-002 1.7834e-004 1.5017e-002 2.0011e-003 5.8661e-003 8.7574e-003 4.6540e-009 1.0082e-002 1.5639e-002 5.1114e-003 1.8769e-005 1.6867e-003 1.6041e-004 4.4569e-003 2.5830e-002 5.4010e-002 6.7536e-002 5.7704e-002 3.4192e-002 1.2547e-002 1.5364e-003 4.2479e-004 3.7005e-003 6.5045e-003 6.9268e-003 5.4258e-003 3.2880e-003 1.5097e-003 4.6139e-004 5.1624e-005 1.0417e-005 9.6459e-005 1.7305e-004 1.9696e-004 1.7575e-004 1.3283e-004 8.6732e-005 4.5187e-005
          15 1.7363e-011 3.8974e-004 2.3228e-003 1.6213e-006 5.2492e-002 4.4923e-001 1.6651e-005 9.9596e-002 1.5678e-002 3.1425e-006 2.8846e-002 4.4415e-003 3.9034e-003 1.0668e-002 1.1075e-002 3.2512e-003 1.3813e-002 6.8000e-004 6.5822e-003 6.9751e-003 3.8445e-005 9.1478e-003 1.3700e-002 4.7106e-003 4.3181e-007 1.4439e-003 3.5585e-004 2.3128e-003 1.7767e-002 4.1798e-002 5.7685e-002 5.4955e-002 3.7592e-002 1.7567e-002 4.3318e-003 3.9143e-005 1.4847e-003 4.3378e-003 5.9048e-003 5.6138e-003 4.1562e-003 2.4633e-003 1.1422e-003 3.7311e-004 5.5875e-005 1.5153e-006 4.7591e-005 9.8977e-005 1.1969e-004 1.0724e-004 6.9066e-005
          16 7.7042e-011 1.4056e-005 1.5139e-003 2.2775e-006 1.3477e-002 3.5557e-002 8.3131e-006 4.6440e-001 1.2974e-001 1.1031e-004 4.3857e-004 3.2064e-002 1.9369e-002 4.4806e-004 8.8712e-003 3.9234e-003 9.0055e-003 9.5861e-003 5.5907e-007 7.5868e-003 4.8250e-003 2.9752e-004 8.9117e-003 1.1564e-002 3.7196e-003 1.7590e-006 1.2569e-003 4.0015e-004 1.4624e-003 1.3111e-002 3.2927e-002 4.8269e-002 4.9254e-002 3.6920e-002 1.9955e-002 6.7516e-003 6.8093e-004 3.7067e-004 2.5212e-003 4.4396e-003 4.9985e-003 4.3151e-003 3.0335e-003 1.7648e-003 8.3163e-004 2.9399e-004 6.0363e-005 9.1525e-007 1.1488e-005 3.0429e-005 3.0360e-005
          17 2.7070e-010 6.0512e-006 3.5447e-004 2.8328e-008 1.6662e-003 4.2867e-002 3.2101e-006 2.6625e-003 3.8577e-001 5.8530e-003 1.9174e-001 9.1574e-003 9.2830e-003 7.2524e-002 1.7093e-002 2.0167e-003 1.5388e-003 1.6125e-002 3.2457e-003 4.7453e-004 8.2892e-003 2.2686e-003 1.0158e-003 8.9886e-003 9.0948e-003 2.4026e-003 3.4978e-005 1.1326e-003 2.9237e-004 1.2690e-003 1.0759e-002 2.7021e-002 4.0189e-002 4.2253e-002 3.3322e-002 1.9567e-002 7.7784e-003 1.3982e-003 3.0101e-005 1.3546e-003 3.1099e-003 4.0369e-003 3.9070e-003 3.0931e-003 2.0760e-003 1.1927e-003 5.8045e-004 2.2991e-004 6.7911e-005 1.1918e-005 5.5626e-007
          18 3.5878e-010 4.4077e-006 8.4658e-007 8.1759e-007 2.1089e-003 6.8039e-005 4.9325e-007 7.2433e-002 3.3165e-002 1.2233e-004 1.7560e-001 1.9358e-001 4.2838e-002 4.1190e-002 9.9268e-002 8.8812e-002 9.4639e-003 5.1238e-003 3.2693e-002 6.4875e-004 2.8623e-004 1.0196e-002 7.6752e-005 1.7009e-003 9.4403e-003 5.8050e-003 1.2070e-003 2.0356e-004 9.3262e-004 1.1370e-004 1.5215e-003 9.9584e-003 2.2985e-002 3.3231e-002 3.4717e-002 2.7609e-002 1.6749e-002 7.1728e-003 1.5988e-003 2.1894e-006 7.5743e-004 2.1340e-003 3.0556e-003 3.1994e-003 2.7372e-003 2.0095e-003 1.2977e-003 7.4267e-004 3.7766e-004 1.6936e-004 6.3303e-005
          19 3.1534e-010 6.0674e-007 2.9272e-005 4.0367e-007 2.8187e-004 3.4356e-003 9.1806e-007 1.5766e-002 3.5239e-002 1.8402e-003 1.5751e-001 6.9630e-005 2.1394e-002 8.2366e-002 3.3482e-002 7.0167e-002 1.6953e-001 8.1589e-002 3.0659e-002 7.7484e-002 3.2010e-002 3.8443e-003 2.2492e-002 5.8248e-003 2.2102e-004 1.3567e-002 1.1642e-003 8.6999e-004 9.4035e-004 3.5578e-004 1.4787e-005 2.5138e-003 9.5495e-003 2.0088e-002 2.6415e-002 2.6449e-002 2.0506e-002 1.2161e-002 5.2090e-003 1.1819e-003 3.2056e-006 5.1664e-004 1.5062e-003 2.2198e-003 2.3909e-003 2.1174e-003 1.6324e-003 1.1222e-003 6.9633e-004 3.8797e-004 1.7931e-004
          20 2.1085e-010 2.1167e-009 1.6437e-005 3.7002e-008 2.8882e-007 2.3430e-003 1.8613e-007 7.2335e-005 4.4365e-002 7.4187e-004 9.6453e-003 7.3139e-002 5.5136e-002 5.1121e-002 6.7206e-004 9.4791e-004 2.8153e-007 4.7044e-002 8.3281e-002 4.5990e-002 1.0365e-001 1.1517e-001 4.8332e-002 7.1459e-002 6.1847e-002 1.2989e-002 4.3938e-002 7.8797e-003 8.0291e-003 9.1420e-003 1.7116e-003 7.0918e-004 7.9304e-003 5.5504e-003 2.0456e-002 1.5694e-002 1.9567e-002 1.1110e-002 7.5614e-003 2.3919e-003 5.5273e-004 1.3943e-005 4.4102e-004 1.0799e-003 1.5137e-003 1.5568e-003 1.3784e-003 1.0764e-003 7.4374e-004 4.5804e-004 2.3166e-004
          21 1.0203e-010 2.0957e-008 4.8817e-006 8.1594e-010 1.1945e-005 7.2648e-004 1.0662e-008 6.4083e-004 1.6490e-002 1.1739e-004 1.5771e-003 5.4155e-002 2.0886e-002 2.1469e-003 1.0521e-002 6.7446e-003 1.1364e-002 4.6190e-002 2.7921e-002 2.0349e-003 3.5688e-003 3.2474e-004 2.2540e-002 2.0238e-002 3.9933e-002 8.4569e-002 4.7878e-002 9.3303e-002 7.2506e-002 6.2674e-002 6.9655e-002 5.3992e-002 3.2298e-002 6.1376e-002 6.6654e-003 5.8667e-002 7.2700e-004 3.7765e-002 4.2040e-004 1.5152e-002 1.3044e-003 3.2647e-003 2.4561e-003 1.6728e-004 2.5835e-003 7.8511e-005 1.7347e-003 2.3605e-004 7.7777e-004 2.1336e-004 1.6950e-004
