   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13
          15 3.6120e-010 1.8999e-010 4.2918e-010 7.4200e-009 2.6699e-009 5.0070e-009 2.7025e-008 2.5968e-007 1.6559e-006 8.5795e-006 9.3732e-005 5.0551e-004 1.4558e-002 1.1361e-002
          16 5.9800e-014 1.2626e-013 3.2864e-011 1.7345e-009 1.4006e-009 6.9510e-009 7.9668e-009 3.9021e-008 1.3048e-006 5.3455e-008 6.8496e-006 4.8670e-004 1.6733e-005 3.1788e-002
          17 4.1101e-010 4.7631e-010 5.1009e-012 1.5037e-011 6.7504e-010 4.9809e-009 1.2863e-008 1.7841e-008 2.8772e-007 1.7445e-006 1.1144e-005 2.9783e-005 5.3699e-004 1.3961e-004
          18 1.1133e-009 1.4720e-009 3.1436e-010 1.3134e-011 6.1219e-010 1.1696e-009 1.5969e-008 2.5778e-008 3.8029e-008 1.7493e-006 6.2568e-007 6.2122e-006 2.1976e-004 3.3399e-005
          19 1.3353e-009 1.8816e-009 1.3055e-009 1.0208e-010 8.1888e-010 2.3596e-011 8.1520e-009 2.5089e-008 1.4130e-008 6.7369e-007 7.9295e-007 1.2832e-005 1.4249e-005 4.9842e-004
          20 1.0410e-009 1.5075e-009 1.9340e-009 7.3787e-010 9.4864e-010 1.6319e-011 1.3118e-009 1.4092e-008 1.5547e-008 1.5273e-007 1.9353e-006 4.1001e-006 5.1475e-006 6.5478e-005
          21 5.9475e-010 8.7029e-010 1.7209e-009 1.3492e-009 8.2852e-010 1.6744e-012 7.9385e-012 5.3424e-009 1.5156e-008 2.1653e-008 1.5555e-006 7.6052e-008 1.0901e-005 4.1668e-006
          22 2.6711e-010 3.9508e-010 1.1239e-009 1.4093e-009 5.7603e-010 1.0030e-010 3.4562e-010 1.7024e-009 1.1404e-008 1.9519e-009 8.0822e-007 5.6146e-007 5.8224e-006 3.7121e-007
          23 9.5485e-011 1.4567e-010 5.8953e-010 1.0611e-009 3.3756e-010 2.4900e-010 3.5584e-010 5.6809e-010 7.3762e-009 2.0298e-010 3.2086e-007 1.1729e-006 1.9165e-006 3.9314e-006
          24 2.8447e-011 4.6884e-011 2.7724e-010 6.7503e-010 1.8387e-010 3.0884e-010 1.8506e-010 2.4245e-010 4.6062e-009 1.4318e-010 1.1202e-007 1.1007e-006 4.8393e-007 4.8605e-006
          25 7.1429e-012 1.3907e-011 1.2787e-010 4.0502e-010 1.0052e-010 2.8611e-010 6.9668e-011 1.3410e-010 2.9384e-009 2.4057e-010 3.8249e-008 8.1023e-007 9.3836e-008 3.6720e-006
          26 1.3459e-012 3.8213e-012 6.1772e-011 2.4834e-010 5.8345e-011 2.3909e-010 2.0952e-011 8.9207e-011 1.9847e-009 3.4408e-010 1.3616e-008 5.6716e-007 9.4571e-009 2.4360e-006
          27 8.6181e-014 8.4891e-013 3.0888e-011 1.5495e-010 3.5286e-011 1.8844e-010 4.3056e-012 6.4182e-011 1.3778e-009 3.9773e-010 4.9472e-009 3.9026e-007 2.4374e-010 1.5521e-006
          28 2.8731e-014 1.0881e-013 1.5359e-011 9.3946e-011 2.1053e-011 1.3605e-010 2.9093e-013 4.5057e-011 9.2237e-010 3.7314e-010 1.7704e-009 2.5486e-007 4.9065e-009 9.4024e-007
          29 1.1414e-013 1.4720e-015 7.0844e-012 5.0652e-011 1.1274e-011 8.2611e-011 4.4071e-014 2.7284e-011 5.3689e-010 2.6720e-010 6.0395e-010 1.4473e-007 6.7343e-009 5.0360e-007
