   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26
          10 1.5279e-008 7.4790e-008 5.6496e-006 8.6627e-005 6.4567e-004 3.2924e-003 1.3081e-002 4.2630e-002 1.0499e-001 1.5120e-001 3.5948e-002 5.7859e-001 6.9463e-002 4.9904e-005 1.6768e-005 1.2581e-007 1.6517e-006 1.7180e-006 9.0429e-007 5.3519e-007 3.1881e-007 1.5953e-007 6.8311e-008 3.7144e-008 2.8585e-008 2.0019e-008 1.2759e-008
          11 1.8073e-008 9.5235e-009 1.0247e-006 2.3732e-005 2.1594e-004 1.1966e-003 5.0556e-003 1.7439e-002 4.9754e-002 1.0580e-001 1.2619e-001 1.8000e-002 5.9770e-001 7.8288e-002 3.0445e-004 2.7993e-005 9.0098e-007 1.0186e-006 1.5789e-006 9.0999e-007 4.8430e-007 2.4446e-007 1.0865e-007 6.0605e-008 4.7619e-008 3.3932e-008 2.1900e-008
          12 2.2600e-008 1.0245e-008 1.4243e-007 6.1268e-006 7.2242e-005 4.5017e-004 2.0133e-003 7.3126e-003 2.2191e-002 5.5750e-002 1.0256e-001 1.0049e-001 7.4754e-003 6.1664e-001 8.3902e-002 1.1019e-003 2.0936e-005 8.3676e-006 8.2761e-008 8.6044e-007 9.5039e-007 5.1094e-007 2.2043e-007 1.2016e-007 9.2692e-008 6.5074e-008 4.1560e-008
          13 2.2439e-008 2.2007e-008 2.8860e-008 1.5352e-006 2.3418e-005 1.7350e-004 8.3368e-004 3.1434e-003 1.0042e-002 2.7087e-002 6.0024e-002 9.5324e-002 7.5543e-002 2.3903e-003 6.3775e-001 8.4747e-002 2.8915e-003 2.4682e-008 1.5868e-005 4.1187e-006 3.7824e-007 6.3686e-009 2.6319e-009 5.1856e-009 7.0035e-009 6.8596e-009 5.3346e-009
          14 1.4182e-008 2.7772e-008 2.2248e-008 3.9694e-007 7.4617e-006 6.6449e-005 3.5564e-004 1.4079e-003 4.6330e-003 1.3167e-002 3.1711e-002 6.1932e-002 8.4390e-002 5.2865e-002 5.1487e-004 6.6291e-001 7.9333e-002 6.5543e-003 1.2202e-004 4.8274e-006 8.8863e-006 3.8022e-006 1.3468e-006 6.5560e-007 4.6331e-007 3.0296e-007 1.8386e-007
          15 4.6832e-009 2.1924e-008 2.6162e-008 1.1430e-007 2.4450e-006 2.5386e-005 1.5402e-004 6.5600e-004 2.2203e-003 6.4908e-003 1.6533e-002 3.5500e-002 6.0866e-002 7.0101e-002 3.4043e-002 6.8602e-005 6.9615e-001 6.3496e-002 1.2484e-002 1.1151e-003 7.3881e-005 2.6170e-006 1.5578e-009 6.7122e-008 1.4752e-007 1.6961e-007 1.4049e-007
          16 3.2658e-010 1.2784e-008 2.4136e-008 4.1112e-008 8.4331e-007 9.9923e-006 6.8010e-005 3.1265e-004 1.1087e-003 3.3033e-003 8.6584e-003 1.9795e-002 3.7691e-002 5.6181e-002 5.3663e-002 1.9198e-002 1.4382e-004 7.3820e-001 3.7629e-002 1.8193e-002 4.0744e-003 9.5578e-004 2.6428e-004 1.1499e-004 7.5152e-005 4.6315e-005 2.6983e-005
          17 3.1427e-010 6.3939e-009 1.7847e-008 2.0757e-008 3.0554e-007 4.1376e-006 3.1045e-005 1.5238e-004 5.6970e-004 1.7449e-003 4.6464e-003 1.0977e-002 2.2382e-002 3.7561e-002 4.7587e-002 3.6988e-002 8.6724e-003 1.3542e-003 7.8500e-001 8.3118e-003 1.6042e-002 6.5966e-003 2.3890e-003 1.1874e-003 8.5487e-004 5.6819e-004 3.4907e-004
          18 1.2985e-009 3.1107e-009 1.2186e-008 1.4350e-008 1.1817e-007 1.8091e-006 1.4838e-005 7.7317e-005 3.0201e-004 9.5573e-004 2.5918e-003 6.2183e-003 1.3193e-002 2.3753e-002 3.4529e-002 3.6412e-002 2.1485e-002 2.8234e-003 8.8208e-003 8.0967e-001 5.9754e-003 2.5031e-003 2.3902e-003 1.5756e-003 1.3357e-003 9.9063e-004 6.5231e-004
          19 1.7261e-009 1.5933e-009 8.5044e-009 1.1725e-008 5.1046e-008 8.3954e-007 7.5137e-006 4.1601e-005 1.6807e-004 5.4739e-004 1.5149e-003 3.6804e-003 7.9684e-003 1.4964e-002 2.3598e-002 2.8889e-002 2.4254e-002 1.0227e-002 3.7154e-004 4.2699e-002 7.0648e-001 9.0408e-002 1.2686e-002 3.4574e-003 1.4705e-003 5.9796e-004 2.4427e-004
          20 1.6675e-009 8.9674e-010 6.4251e-009 1.0353e-008 2.6061e-008 4.2478e-007 4.1408e-006 2.4395e-005 1.0146e-004 3.3799e-004 9.5249e-004 2.3449e-003 5.1405e-003 9.9024e-003 1.6395e-002 2.1975e-002 2.1853e-002 1.3966e-002 4.0464e-003 4.4155e-004 1.6689e-001 2.8945e-001 1.3802e-001 6.7182e-002 4.5835e-002 2.8711e-002 1.6792e-002
          21 1.3910e-009 5.3348e-010 5.0969e-009 9.2062e-009 1.5412e-008 2.2848e-007 2.4136e-006 1.5114e-005 6.4665e-005 2.1931e-004 6.2705e-004 1.5636e-003 3.4624e-003 6.7854e-003 1.1568e-002 1.6458e-002 1.8211e-002 1.4229e-002 6.6572e-003 1.8273e-003 1.7372e-002 3.6458e-001 1.2681e-003 5.9137e-003 1.4055e-002 1.5812e-002 1.2690e-002
          22 1.0536e-009 3.2118e-010 4.0607e-009 7.8995e-009 1.0119e-008 1.2770e-007 1.4466e-006 9.5825e-006 4.2166e-005 1.4518e-004 4.1971e-004 1.0580e-003 2.3636e-003 4.6918e-003 8.1489e-003 1.2066e-002 1.4324e-002 1.2697e-002 7.4404e-003 2.6260e-003 3.7719e-003 1.5758e-001 1.4364e-001 9.0620e-002 5.6882e-002 2.9710e-002 1.4375e-002
          23 7.3433e-010 1.8903e-010 3.1080e-009 6.3272e-009 6.9499e-009 7.2638e-008 8.6901e-007 6.0358e-006 2.7269e-005 9.5100e-005 2.7724e-004 7.0468e-004 1.5859e-003 3.1791e-003 5.5917e-003 8.5030e-003 1.0559e-002 1.0152e-002 6.8945e-003 3.0024e-003 7.0609e-004 4.3027e-002 3.4258e-001 2.6675e-002 1.0948e-005 5.6281e-003 8.1970e-003
          24 4.6005e-010 1.0408e-010 2.1452e-009 4.4859e-009 4.5642e-009 4.0152e-008 4.9848e-007 3.5885e-006 1.6572e-005 5.8401e-005 1.7130e-004 4.3789e-004 9.9092e-004 2.0004e-003 3.5492e-003 5.4905e-003 7.0101e-003 7.0848e-003 5.2629e-003 2.6972e-003 9.3365e-004 9.1254e-004 2.8950e-001 9.6444e-002 1.0751e-001 5.6325e-002 2.4454e-002
          25 2.3496e-010 4.8617e-011 1.1783e-009 2.5004e-009 2.4634e-009 1.9181e-008 2.4314e-007 1.7907e-006 8.3950e-006 2.9795e-005 8.7739e-005 2.2506e-004 5.1104e-004 1.0362e-003 1.8483e-003 2.8876e-003 3.7452e-003 3.8914e-003 3.0325e-003 1.6882e-003 6.8320e-004 1.8446e-004 4.6344e-002 5.8094e-001 4.3581e-004 1.8349e-002 2.0129e-002
          26 7.5277e-011 1.4906e-011 3.9133e-010 8.3565e-010 8.1461e-010 5.9815e-009 7.6479e-008 5.6910e-007 2.6873e-006 9.5699e-006 2.8233e-005 7.2530e-005 1.6495e-004 3.3510e-004 5.9918e-004 9.4014e-004 1.2277e-003 1.2906e-003 1.0258e-003 5.8979e-004 2.4767e-004 9.8524e-005 2.1285e-004 7.6420e-002 7.1019e-001 8.8442e-002 2.0815e-003
