   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39
          10 3.6171e-010 3.1188e-001 3.3349e-004 2.2614e-006 7.3581e-002 6.0708e-002 1.0215e-004 6.5235e-003 1.0797e-002 6.6185e-003 2.2707e-002 1.7808e-002 2.6779e-003 1.9563e-002 1.6380e-003 1.0248e-002 2.2153e-002 6.4481e-003 6.7653e-004 7.4785e-003 4.0216e-003 8.2291e-004 2.1367e-002 6.0308e-002 9.0107e-002 9.2067e-002 6.9895e-002 3.9935e-002 1.6158e-002 3.5581e-003 3.1011e-005 1.0250e-003 2.8868e-003 3.8856e-003 3.7792e-003 3.0032e-003 2.0506e-003 1.2368e-003 6.6374e-004 3.0722e-004
          11 4.7880e-010 2.1108e-001 1.7260e-001 1.3303e-009 5.8814e-002 2.0632e-003 5.9374e-004 4.3217e-002 3.0648e-002 4.8529e-003 6.8356e-003 1.0016e-002 1.6142e-002 1.0914e-003 1.7610e-002 5.9527e-003 3.0516e-003 1.8288e-002 1.2697e-002 6.4655e-004 3.1907e-003 6.5821e-003 1.4227e-003 2.6518e-003 2.2976e-002 5.3734e-002 7.5432e-002 7.6731e-002 6.0622e-002 3.7861e-002 1.8171e-002 5.9518e-003 7.9973e-004 7.5068e-005 1.1038e-003 2.1908e-003 2.6685e-003 2.5266e-003 1.9894e-003 1.2651e-003
          12 1.4387e-009 5.7522e-002 3.3567e-001 2.7792e-006 4.6334e-002 7.5029e-002 2.2435e-005 1.2058e-002 1.1888e-002 5.6598e-003 2.4923e-002 1.0302e-002 8.3417e-003 1.5656e-002 7.7350e-005 1.3492e-002 8.3382e-003 4.1925e-004 1.2443e-002 1.4706e-002 3.5363e-003 4.6964e-004 5.0494e-003 4.2302e-003 7.9729e-005 5.5132e-003 2.4796e-002 4.8365e-002 6.3164e-002 6.3096e-002 5.0927e-002 3.3851e-002 1.8344e-002 7.6713e-003 2.0858e-003 1.5657e-004 1.2281e-004 6.5425e-004 1.0218e-003 9.4618e-004
          13 1.2480e-009 1.8903e-003 1.3191e-001 5.1669e-006 3.7481e-001 1.0929e-002 5.2756e-004 4.3831e-002 2.3529e-002 9.2899e-003 3.6488e-004 1.9657e-002 4.9508e-003 1.0809e-002 1.4521e-002 2.9907e-007 1.0996e-002 8.9623e-003 1.2860e-006 8.0417e-003 1.3684e-002 5.8857e-003 3.3591e-005 2.7014e-003 4.7500e-003 1.6065e-003 4.6672e-004 9.0919e-003 2.6173e-002 4.3274e-002 5.2390e-002 5.0901e-002 4.1417e-002 2.8725e-002 1.7006e-002 8.4602e-003 3.3655e-003 9.5088e-004 1.2950e-004 2.6017e-010
          14 2.8645e-010 5.4282e-004 1.2908e-003 4.7224e-007 1.7669e-001 4.0722e-001 1.0610e-003 1.0594e-002 1.6943e-002 1.3566e-003 3.2770e-002 2.7504e-005 1.7156e-002 1.2112e-003 1.1509e-002 1.1227e-002 5.2363e-005 9.6033e-003 8.1842e-003 8.4297e-005 5.5837e-003 1.1646e-002 6.6974e-003 4.9425e-004 1.2109e-003 3.9094e-003 2.6871e-003 8.1260e-005 2.6281e-003 1.2741e-002 2.6587e-002 3.7889e-002 4.2446e-002 3.9778e-002 3.2216e-002 2.2987e-002 1.4555e-002 8.2163e-003 4.1076e-003 1.7583e-003
          15 1.0337e-011 1.5202e-005 3.5338e-003 3.4310e-007 1.0253e-003 1.5462e-001 4.8520e-003 4.5004e-001 4.4875e-002 3.2338e-004 2.3381e-004 3.3822e-002 7.5292e-003 1.1447e-002 5.8707e-005 1.2801e-002 6.8255e-003 4.2460e-004 8.7735e-003 6.4109e-003 4.2521e-005 4.5022e-003 9.6728e-003 6.1893e-003 7.9517e-004 5.5811e-004 2.9237e-003 2.8323e-003 5.5487e-004 5.9237e-004 6.0062e-003 1.5602e-002 2.5429e-002 3.1714e-002 3.2811e-002 2.9421e-002 2.3397e-002 1.6760e-002 1.0779e-002 5.9138e-003
          16 2.6569e-010 2.8664e-005 6.9209e-005 3.9554e-008 7.5866e-003 2.5889e-002 3.8588e-005 5.6579e-002 4.0093e-001 9.7701e-002 7.9795e-002 6.4747e-003 3.7637e-002 4.2973e-002 7.0794e-004 1.8892e-005 1.6093e-002 1.9456e-003 1.1253e-003 8.3671e-003 3.9425e-003 1.0548e-005 4.2901e-003 7.9035e-003 4.8550e-003 6.8186e-004 3.7274e-004 2.2442e-003 2.4478e-003 7.6106e-004 1.1134e-004 3.0347e-003 9.3723e-003 1.6693e-002 2.2234e-002 2.4449e-002 2.3217e-002 1.9513e-002 1.4494e-002 8.9709e-003
          17 4.4602e-010 4.9715e-006 7.6599e-005 7.2132e-008 2.1662e-003 2.4851e-003 5.7168e-004 7.9464e-002 6.3279e-003 2.3360e-002 2.2740e-001 1.8694e-001 4.8269e-002 6.7600e-002 1.2092e-001 1.9604e-002 2.2043e-003 2.8779e-002 1.0743e-003 6.0645e-004 9.6021e-003 9.6766e-004 1.6388e-004 4.8304e-003 5.8086e-003 3.3062e-003 2.8706e-004 4.0252e-004 1.8140e-003 1.8968e-003 6.2753e-004 4.1450e-005 1.8664e-003 6.0646e-003 1.1088e-002 1.5110e-002 1.6901e-002 1.6229e-002 1.3459e-002 9.0741e-003
          18 4.0999e-010 1.3796e-007 7.2139e-005 8.7491e-009 8.8463e-005 6.1890e-003 1.6150e-004 8.7341e-003 4.1873e-002 4.5346e-002 9.9431e-002 1.9955e-003 7.0912e-002 5.9714e-002 6.1925e-002 1.7158e-001 1.2025e-001 3.7416e-002 7.6638e-002 3.6254e-002 3.9240e-003 2.2693e-002 2.2660e-003 5.3981e-005 8.4825e-003 2.1181e-003 2.4921e-003 2.7549e-006 4.0159e-004 1.6321e-003 1.1914e-003 3.3230e-004 7.4513e-005 1.5035e-003 4.3011e-003 7.5210e-003 9.9498e-003 1.0766e-002 9.7798e-003 7.0575e-003
          19 2.7310e-010 6.4170e-008 2.7195e-005 1.3686e-010 1.9772e-005 2.8251e-003 1.3228e-005 6.9537e-005 3.8532e-002 1.3277e-002 2.5398e-003 6.8260e-002 8.4557e-002 1.6128e-002 1.2138e-003 1.3360e-003 2.4917e-002 9.2209e-002 5.8228e-002 1.0972e-001 1.3070e-001 5.7433e-002 8.4328e-002 5.3375e-002 1.8283e-002 3.9085e-002 4.4454e-003 1.0365e-002 4.8042e-003 3.3269e-004 4.0061e-003 7.8240e-006 4.9210e-004 5.8058e-004 9.7705e-004 3.5941e-003 4.7291e-003 6.0138e-003 5.9226e-003 4.4428e-003
          20 1.2964e-010 9.5916e-008 7.4579e-006 1.1719e-009 3.7333e-005 8.1486e-004 2.7474e-008 9.3644e-004 1.4602e-002 1.9182e-003 2.2469e-003 4.8380e-002 2.4141e-002 2.3050e-004 7.0396e-003 6.6092e-003 3.6797e-002 4.2693e-002 6.3499e-003 5.1535e-003 1.5106e-006 2.1092e-002 2.1710e-002 5.3260e-002 8.6917e-002 6.3102e-002 1.0962e-001 7.3737e-002 7.6389e-002 7.3050e-002 4.3481e-002 5.0331e-002 2.7642e-002 2.1634e-002 2.0944e-002 4.7215e-003 1.5529e-002 8.5767e-005 8.4730e-003 5.8968e-004
          21 3.5700e-011 3.3132e-008 1.5647e-006 4.8249e-010 1.3355e-005 1.7237e-004 1.0987e-007 4.0125e-004 3.4087e-003 2.3296e-004 1.5838e-003 1.3750e-002 4.3235e-003 1.0265e-003 3.8930e-003 2.9022e-003 1.0129e-002 7.6061e-003 3.3433e-005 2.2257e-005 2.3643e-003 1.3559e-002 1.0216e-002 1.5919e-002 1.6747e-002 5.7845e-003 7.2758e-003 2.9701e-004 1.2907e-004 2.4235e-003 1.2453e-002 1.7155e-002 3.5683e-002 4.8436e-002 6.0340e-002 9.1959e-002 8.7176e-002 1.3888e-001 1.2023e-001 1.7013e-001
